SN,x,y,species,code,dia_cm,height_m,class
560,308891,3033310,Schima wallichii,,81,22,1
561,308633,3034015,Shorea robusta,,79,23,1
562,308093,3033683,Terminalia alata,,54,16,4
563,308006,3033783,Trewia nudiflora,,12,18,4
564,308048,3033598,Tsuga spp,,26,29,3
565,309377,3033592,Terai spp,,43,29,2
566,308670,3033800,Hill spp,,33,22,3
567,309447,3033586,Abies spp,,73,29,3
568,308680,3033504,Acacia catechu,,41,29,1
569,309252,3033822,Adina cardifolia,,90,25,4
570,308148,3033975,Albizia spp,,13,29,1
571,309415,3033647,Alnus nepalensis,,60,15,2
572,309278,3033564,Anogeissus latifolia,,88,29,4
573,308958,3033465,Bombax ceiba,,62,26,3
574,308055,3034073,Cedrela toona,,97,29,4
575,308386,3033969,Abies spp,,56,20,4
576,309286,3033923,Acacia catechu,,82,22,2
577,309054,3033238,Adina cardifolia,,94,27,3
578,309069,3033829,Albizia spp,,72,20,2
579,309262,3033514,Alnus nepalensis,,13,19,1
580,307977,3033504,Anogeissus latifolia,,19,26,3
581,307661,3033298,Bombax ceiba,,37,18,3
582,308238,3033869,Cedrela toona,,69,19,1
583,308719,3033747,Dalbergia sissoo,,99,28,4
584,307962,3033362,Eugenia Jambolana,,60,28,3
585,308621,3033507,Hymenodictyon excelsum,,32,16,1
586,308722,3033229,Lagerstroemia parviflora,,14,18,1
587,308983,3033254,Michelia champaca,,21,28,3
588,309042,3033838,Pinus roxburghii,,36,24,4
589,308336,3033859,Pinus wallichiana,,87,30,2
590,308621,3033860,Quercus spp,,28,16,4
591,308768,3033551,Schima wallichii,,91,21,4
592,307797,3033532,Shorea robusta,,13,18,1
593,309028,3033880,Terminalia alata,,45,22,4
594,308186,3033782,Trewia nudiflora,,87,28,4
595,308414,3033873,Tsuga spp,,68,18,4
596,309028,3033733,Terai spp,,85,26,3
597,308962,3033581,Hill spp,,58,26,4
598,307785,3033229,Abies spp,,47,27,2
599,308580,3033472,Acacia catechu,,88,25,4
600,309190,3033668,Adina cardifolia,,96,26,1
601,308366,3033999,Albizia spp,,83,19,2
602,308999,3033406,Alnus nepalensis,,31,29,2
603,307824,3033624,Anogeissus latifolia,,21,28,2
604,308235,3034001,Bombax ceiba,,32,16,2
605,308131,3034060,Cedrela toona,,74,22,4
606,307954,3033367,Dalbergia sissoo,,52,30,4
607,308057,3033800,Eugenia Jambolana,,74,26,2
608,308631,3033729,Hymenodictyon excelsum,,75,25,1
609,308151,3033972,Lagerstroemia parviflora,,99,16,2
610,308377,3033674,Michelia champaca,,91,30,2
611,309051,3033734,Pinus roxburghii,,53,16,1
612,307626,3033258,Pinus wallichiana,,94,15,1
613,308165,3033752,Quercus spp,,38,28,1
614,309363,3033505,Schima wallichii,,86,28,4
615,308624,3034184,Shorea robusta,,22,24,3
616,308141,3033760,Terminalia alata,,89,21,2
617,308431,3033674,Trewia nudiflora,,19,26,1
618,309391,3033729,Tsuga spp,,74,15,1
619,308003,3033259,Terai spp,,77,23,1
620,309044,3033365,Hill spp,,37,16,1
621,307737,3033409,Abies spp,,52,21,4
622,309163,3033610,Acacia catechu,,96,19,1
623,307788,3033314,Adina cardifolia,,50,15,2
624,309240,3033364,Albizia spp,,34,27,1
625,307398,3033348,Alnus nepalensis,,23,28,3
626,307546,3033367,Anogeissus latifolia,,32,17,1
627,309033,3033109,Bombax ceiba,,25,28,4
628,307609,3033331,Cedrela toona,,87,30,1
629,308771,3033226,Abies spp,,14,25,4
630,307753,3033198,Acacia catechu,,52,30,2
631,309085,3033147,Adina cardifolia,,76,30,2
632,308541,3033769,Albizia spp,,38,15,1
633,308650,3033256,Alnus nepalensis,,84,16,1
634,309055,3033541,Anogeissus latifolia,,56,20,4
635,308965,3033433,Bombax ceiba,,52,16,4
636,307908,3033158,Abies spp,,85,20,2
637,309024,3033521,Acacia catechu,,92,24,2
638,309155,3033617,Adina cardifolia,,14,27,3
639,309000,3033749,Albizia spp,,13,19,2
640,309135,3033090,Alnus nepalensis,,41,15,4
641,308561,3033506,Anogeissus latifolia,,19,24,2
642,308634,3033769,Bombax ceiba,,83,15,4
643,308163,3033844,Cedrela toona,,19,30,4
644,308173,3033764,Dalbergia sissoo,,33,28,4
645,308905,3033844,Eugenia Jambolana,,63,30,4
646,308805,3033414,Hymenodictyon excelsum,,55,23,4
647,307934,3033141,Lagerstroemia parviflora,,84,29,3
648,309179,3033347,Michelia champaca,,78,21,3
649,308965,3033877,Pinus roxburghii,,27,20,3
650,308017,3033365,Pinus wallichiana,,34,21,4
651,308579,3033417,Quercus spp,,91,30,4
652,308967,3033489,Schima wallichii,,46,28,3
653,308908,3033399,Shorea robusta,,10,23,4
654,307966,3034020,Terminalia alata,,21,29,1
655,309030,3033371,Trewia nudiflora,,30,30,3
656,309068,3033505,Tsuga spp,,25,23,1
657,308573,3033282,Terai spp,,71,16,2
658,308580,3034250,Hill spp,,30,16,4
659,309131,3033525,Abies spp,,31,30,2
660,308828,3033759,Acacia catechu,,74,30,3
661,307828,3033624,Adina cardifolia,,26,19,2
662,309334,3033413,Albizia spp,,93,16,2
663,308750,3033215,Alnus nepalensis,,96,24,4
664,308120,3033654,Anogeissus latifolia,,80,23,3
665,309292,3033767,Bombax ceiba,,31,24,1
666,309119,3033868,Cedrela toona,,80,24,2
667,308056,3033847,Dalbergia sissoo,,79,16,1
668,308536,3034225,Eugenia Jambolana,,23,24,4
669,308408,3034204,Hymenodictyon excelsum,,52,18,4
670,308430,3033727,Lagerstroemia parviflora,,93,16,2
671,308177,3033502,Michelia champaca,,78,19,1
672,308640,3033317,Pinus roxburghii,,40,16,4
673,309111,3033229,Pinus wallichiana,,60,15,2
674,309180,3033246,Quercus spp,,18,20,2
675,308527,3033582,Schima wallichii,,10,18,2
676,308749,3033238,Shorea robusta,,88,28,2
677,307579,3033349,Terminalia alata,,57,27,2
678,308530,3033445,Trewia nudiflora,,53,29,3
679,309269,3033953,Tsuga spp,,82,19,2
680,309004,3033455,Terai spp,,70,19,2
681,308246,3034057,Hill spp,,93,26,4
682,308380,3034109,Abies spp,,26,16,2
683,309238,3033500,Acacia catechu,,19,21,4
684,308988,3033531,Adina cardifolia,,47,19,2
685,308575,3033812,Albizia spp,,53,15,3
686,309164,3033937,Alnus nepalensis,,78,30,1
687,308948,3033638,Anogeissus latifolia,,37,29,3
688,307977,3033192,Bombax ceiba,,24,27,4
689,308266,3033590,Cedrela toona,,82,24,2
690,308302,3033745,Abies spp,,66,25,3
691,308895,3033628,Acacia catechu,,77,17,1
692,309099,3033274,Adina cardifolia,,68,23,2
693,307924,3033531,Albizia spp,,31,22,4
694,307891,3033213,Alnus nepalensis,,26,17,3
695,309254,3033496,Anogeissus latifolia,,86,20,4
696,308547,3034091,Bombax ceiba,,52,27,2
697,309232,3033804,Cedrela toona,,96,21,4
698,308720,3033628,Dalbergia sissoo,,79,15,1
699,307988,3033721,Eugenia Jambolana,,29,24,3
700,309228,3033738,Hymenodictyon excelsum,,23,18,4
701,307995,3033935,Lagerstroemia parviflora,,51,21,2
702,308625,3033201,Michelia champaca,,92,22,4
703,308780,3033408,Pinus roxburghii,,35,26,2
704,309107,3033926,Pinus wallichiana,,31,29,1
705,309176,3033138,Quercus spp,,88,17,1
706,309285,3033254,Schima wallichii,,98,18,3
707,308003,3033645,Shorea robusta,,66,16,2
708,308507,3033723,Terminalia alata,,45,24,2
709,307969,3033891,Trewia nudiflora,,42,25,2
710,309216,3033809,Tsuga spp,,55,28,3
711,309177,3033744,Terai spp,,80,26,2
712,307947,3033413,Hill spp,,97,16,1
713,307987,3033746,Abies spp,,19,20,4
714,309173,3033812,Acacia catechu,,32,28,3
715,309062,3033540,Adina cardifolia,,52,23,3
716,308582,3033596,Albizia spp,,43,23,4
717,308559,3033310,Alnus nepalensis,,75,29,3
718,309374,3033793,Anogeissus latifolia,,98,20,2
719,309250,3033921,Bombax ceiba,,51,29,1
720,307602,3033380,Cedrela toona,,72,28,2
721,308582,3034226,Dalbergia sissoo,,62,25,2
722,308783,3033701,Eugenia Jambolana,,100,30,3
723,307775,3033420,Hymenodictyon excelsum,,19,27,3
724,307746,3033541,Lagerstroemia parviflora,,67,25,2
725,307952,3033245,Michelia champaca,,50,29,2
726,307849,3033325,Pinus roxburghii,,64,30,4
727,309196,3033429,Pinus wallichiana,,66,27,3
728,309278,3033341,Quercus spp,,52,25,4
729,309277,3033362,Schima wallichii,,89,18,3
730,309207,3033591,Shorea robusta,,21,17,2
731,308457,3034169,Terminalia alata,,40,23,3
732,308530,3033856,Trewia nudiflora,,50,23,3
733,309064,3033563,Tsuga spp,,85,20,1
734,308728,3033774,Terai spp,,95,20,4
735,309033,3033200,Hill spp,,38,26,2
736,309161,3033556,Abies spp,,82,24,2
737,308302,3033651,Acacia catechu,,89,29,3
738,309307,3033848,Adina cardifolia,,87,19,3
739,308566,3033582,Albizia spp,,77,17,4
740,308407,3034162,Alnus nepalensis,,36,20,1
741,308725,3033192,Anogeissus latifolia,,77,27,3
742,307995,3033451,Bombax ceiba,,97,23,1
743,309297,3033681,Cedrela toona,,39,24,1
744,308738,3033760,Abies spp,,21,29,4
745,307808,3033134,Acacia catechu,,44,19,2
746,308218,3033875,Adina cardifolia,,19,27,2
747,307946,3033240,Albizia spp,,45,20,2
748,309122,3033531,Alnus nepalensis,,27,16,2
749,308329,3034219,Anogeissus latifolia,,27,17,2
750,308518,3033328,Bombax ceiba,,22,19,4
751,309229,3033306,Cedrela toona,,92,28,3
752,308719,3033258,Dalbergia sissoo,,42,28,3
753,308012,3033909,Eugenia Jambolana,,89,15,3
754,307944,3033859,Hymenodictyon excelsum,,100,30,4
755,307821,3033265,Lagerstroemia parviflora,,68,27,4
756,308326,3034135,Michelia champaca,,29,15,1
757,309142,3033510,Pinus roxburghii,,32,20,4
758,308674,3033733,Pinus wallichiana,,28,27,2
759,307880,3033564,Quercus spp,,64,27,3
760,309344,3033615,Schima wallichii,,96,19,1
761,309328,3033678,Shorea robusta,,71,17,3
762,308085,3033454,Terminalia alata,,22,28,2
763,308953,3033441,Trewia nudiflora,,91,20,1
764,308288,3034242,Tsuga spp,,37,15,2
765,308555,3033408,Terai spp,,98,27,1
766,308505,3033989,Hill spp,,10,26,1
767,308310,3034041,Abies spp,,89,30,1
768,307887,3033411,Acacia catechu,,44,30,1
769,308570,3033672,Adina cardifolia,,56,30,2
770,309133,3033459,Albizia spp,,87,18,1
771,308393,3033958,Alnus nepalensis,,46,17,4
772,309204,3033476,Anogeissus latifolia,,93,25,3
773,308714,3033411,Bombax ceiba,,26,22,4
774,307970,3033614,Cedrela toona,,35,30,4
775,308084,3033504,Dalbergia sissoo,,14,25,2
776,307782,3033241,Eugenia Jambolana,,63,24,3
777,309250,3033332,Hymenodictyon excelsum,,20,18,3
778,307913,3033374,Lagerstroemia parviflora,,79,30,3
779,308693,3033698,Michelia champaca,,83,27,4
780,308793,3033766,Pinus roxburghii,,84,20,3
781,308581,3033497,Pinus wallichiana,,82,25,4
782,308816,3033638,Quercus spp,,72,26,4
783,309142,3033299,Schima wallichii,,14,16,3
784,308587,3033233,Shorea robusta,,81,27,3
785,307966,3034036,Terminalia alata,,22,15,2
786,309197,3033778,Trewia nudiflora,,85,16,4
787,309384,3033380,Tsuga spp,,76,19,3
788,309184,3033649,Terai spp,,99,29,2
789,307956,3033784,Hill spp,,31,19,4
790,308100,3033504,Abies spp,,100,20,4
791,308563,3033321,Acacia catechu,,63,26,4
792,309263,3033422,Adina cardifolia,,96,29,1
793,308911,3033529,Albizia spp,,79,25,1
794,309286,3033659,Alnus nepalensis,,50,23,3
795,308248,3033965,Anogeissus latifolia,,60,17,3
796,309187,3033365,Bombax ceiba,,28,15,2
797,308239,3034159,Cedrela toona,,54,30,4
798,308078,3034055,Abies spp,,95,16,4
799,307773,3033357,Acacia catechu,,91,25,1
800,308783,3033856,Adina cardifolia,,16,27,2
801,308545,3034015,Albizia spp,,84,24,2
802,308012,3033504,Alnus nepalensis,,58,30,3
803,308194,3034200,Anogeissus latifolia,,39,27,4
804,308276,3033727,Bombax ceiba,,42,25,2
805,308943,3033594,Cedrela toona,,21,29,4
806,307745,3033166,Dalbergia sissoo,,89,27,3
807,308105,3034018,Eugenia Jambolana,,18,27,3
808,308628,3033298,Hymenodictyon excelsum,,71,28,3
809,308307,3033762,Lagerstroemia parviflora,,55,22,1
810,308248,3034222,Michelia champaca,,70,25,4
811,307874,3033671,Pinus roxburghii,,47,21,3
812,308497,3033672,Pinus wallichiana,,45,15,2
813,309015,3033824,Quercus spp,,57,26,2
814,308230,3033552,Schima wallichii,,64,24,3
815,308063,3033488,Shorea robusta,,13,17,3
816,308223,3033749,Terminalia alata,,54,24,2
817,308325,3033857,Trewia nudiflora,,67,20,1
818,309396,3033652,Tsuga spp,,19,26,4
819,308383,3033768,Terai spp,,20,17,4
820,308211,3033714,Hill spp,,41,21,4
821,309428,3033727,Abies spp,,20,22,1
822,308936,3033404,Acacia catechu,,95,15,4
823,309222,3033718,Adina cardifolia,,33,29,1
824,308680,3033628,Albizia spp,,63,28,4
825,309405,3033742,Abies spp,,66,30,2
826,309337,3033600,Acacia catechu,,71,21,2
827,308688,3033805,Adina cardifolia,,16,27,3
828,308445,3033801,Albizia spp,,81,29,4
829,309231,3033185,Alnus nepalensis,,91,30,3
830,308881,3033353,Anogeissus latifolia,,74,22,4
831,309366,3033445,Bombax ceiba,,50,27,1
832,308003,3033949,Cedrela toona,,22,17,2
833,309054,3033135,Dalbergia sissoo,,41,20,1
834,307673,3033400,Eugenia Jambolana,,58,24,2
835,309211,3033301,Hymenodictyon excelsum,,40,25,1
836,308466,3033641,Lagerstroemia parviflora,,68,29,4
837,308050,3034007,Michelia champaca,,16,30,2
838,309122,3033205,Pinus roxburghii,,32,28,4
839,309136,3033262,Pinus wallichiana,,44,22,3
840,308556,3034102,Quercus spp,,51,28,2
841,309054,3033355,Schima wallichii,,98,20,3
842,308321,3034223,Shorea robusta,,22,20,4
843,308526,3033581,Terminalia alata,,74,29,4
844,309358,3033660,Trewia nudiflora,,55,28,3
845,309414,3033617,Tsuga spp,,80,24,1
846,308714,3033789,Terai spp,,77,16,1
847,309030,3033191,Hill spp,,65,25,3
848,308117,3033926,Abies spp,,56,30,2
849,309280,3033497,Acacia catechu,,90,24,4
850,308511,3033519,Adina cardifolia,,38,21,2
851,308394,3034096,Albizia spp,,70,21,2
852,307870,3033440,Alnus nepalensis,,19,20,3
853,309030,3033396,Anogeissus latifolia,,34,16,4
854,308247,3033933,Bombax ceiba,,21,20,3
855,308624,3033834,Cedrela toona,,63,21,2
856,307898,3033685,Dalbergia sissoo,,82,22,2
857,307668,3033348,Eugenia Jambolana,,89,24,4
858,309264,3033764,Hymenodictyon excelsum,,26,30,3
859,308336,3033628,Lagerstroemia parviflora,,23,20,2
860,307893,3033520,Michelia champaca,,69,26,4
861,307974,3033560,Pinus roxburghii,,47,20,4
862,308725,3033213,Pinus wallichiana,,42,22,1
863,308582,3033282,Quercus spp,,16,21,1
864,309008,3033804,Schima wallichii,,18,21,1
865,308199,3034150,Shorea robusta,,90,28,1
866,308498,3034050,Terminalia alata,,18,22,3
867,309293,3033385,Trewia nudiflora,,12,22,4
868,308421,3033888,Tsuga spp,,78,23,4
869,308142,3033822,Terai spp,,18,18,2
870,308876,3033310,Hill spp,,23,25,2
871,307588,3033213,Abies spp,,59,22,4
872,308741,3033764,Acacia catechu,,42,19,3
873,309156,3033418,Adina cardifolia,,71,17,2
874,308186,3033731,Albizia spp,,28,30,2
875,308446,3034253,Alnus nepalensis,,75,21,1
876,309234,3033330,Anogeissus latifolia,,88,20,1
877,308829,3033830,Bombax ceiba,,78,18,1
878,309379,3033492,Cedrela toona,,22,26,3
879,309231,3033114,Abies spp,,60,17,1
880,309240,3033849,Acacia catechu,,96,19,4
881,308263,3033777,Adina cardifolia,,53,17,1
882,308654,3033788,Albizia spp,,33,22,3
883,308089,3033484,Alnus nepalensis,,14,17,1
884,309112,3033481,Anogeissus latifolia,,56,19,2
885,309245,3033907,Bombax ceiba,,23,25,1
886,308558,3033850,Cedrela toona,,35,16,3
887,308249,3033699,Dalbergia sissoo,,78,21,3
888,307981,3033643,Eugenia Jambolana,,80,15,2
889,308667,3033683,Hymenodictyon excelsum,,73,21,1
890,307769,3033458,Lagerstroemia parviflora,,52,26,2
891,308292,3033935,Michelia champaca,,82,19,3
892,308602,3033224,Pinus roxburghii,,26,18,2
893,308108,3033478,Pinus wallichiana,,21,30,3
894,307413,3033320,Quercus spp,,65,29,3
895,309125,3033254,Schima wallichii,,40,21,1
896,307947,3033604,Shorea robusta,,34,23,1
897,308807,3033772,Terminalia alata,,20,26,1
898,308009,3033938,Trewia nudiflora,,47,22,1
899,307921,3033732,Tsuga spp,,87,21,4
900,308688,3033843,Terai spp,,81,28,3
901,308914,3033604,Hill spp,,35,19,1
902,309295,3033488,Abies spp,,31,30,2
903,309122,3033336,Acacia catechu,,80,21,1
904,307715,3033330,Adina cardifolia,,83,18,1
905,307791,3033241,Albizia spp,,53,30,2
906,308351,3034186,Alnus nepalensis,,44,21,2
907,309453,3033570,Anogeissus latifolia,,64,25,3
908,308245,3034116,Bombax ceiba,,82,18,4
909,308748,3033584,Cedrela toona,,98,26,3
910,308112,3033794,Dalbergia sissoo,,52,24,2
911,309071,3033754,Eugenia Jambolana,,10,27,3
912,309039,3033158,Hymenodictyon excelsum,,12,29,1
913,307899,3033367,Lagerstroemia parviflora,,41,30,4
914,308113,3034050,Michelia champaca,,35,15,2
915,308442,3033684,Pinus roxburghii,,100,24,1
916,307716,3033522,Pinus wallichiana,,78,26,3
917,307837,3033162,Quercus spp,,50,26,1
918,309002,3033478,Schima wallichii,,75,26,2
919,308108,3033982,Shorea robusta,,83,19,2
920,309087,3033305,Terminalia alata,,40,29,3
921,307992,3033952,Trewia nudiflora,,28,26,3
922,308387,3033579,Tsuga spp,,34,21,3
923,308995,3033488,Terai spp,,33,20,2
924,308347,3033991,Hill spp,,47,18,4
925,308566,3033985,Abies spp,,47,21,4
926,308583,3033332,Acacia catechu,,97,30,2
927,308481,3033725,Adina cardifolia,,17,23,1
928,308319,3034122,Albizia spp,,35,26,3
929,307680,3033197,Alnus nepalensis,,65,21,1
930,309030,3033218,Anogeissus latifolia,,60,19,1
931,308000,3033371,Bombax ceiba,,39,19,3
932,309113,3033473,Cedrela toona,,50,23,3
933,309242,3033875,Abies spp,,42,16,2
934,309127,3033928,Acacia catechu,,64,22,1
935,308267,3033992,Adina cardifolia,,86,30,3
936,307620,3033277,Albizia spp,,88,27,3
937,309377,3033698,Alnus nepalensis,,81,23,3
938,308059,3033896,Anogeissus latifolia,,92,22,3
939,308047,3033970,Bombax ceiba,,62,26,1
940,307910,3033922,Cedrela toona,,13,15,3
941,308113,3034018,Dalbergia sissoo,,59,15,4
942,307741,3033220,Eugenia Jambolana,,97,29,1
943,307757,3033251,Hymenodictyon excelsum,,95,23,2
944,309159,3033870,Lagerstroemia parviflora,,82,27,1
945,309185,3033573,Michelia champaca,,36,29,2
946,309177,3033591,Pinus roxburghii,,34,17,4
947,308601,3033310,Pinus wallichiana,,60,16,4
948,308528,3033465,Quercus spp,,92,22,1
949,308451,3033844,Schima wallichii,,42,16,4
950,308435,3033859,Shorea robusta,,94,21,2
951,308290,3034107,Terminalia alata,,40,16,4
952,308285,3033613,Trewia nudiflora,,95,28,1
953,309294,3033349,Tsuga spp,,30,24,3
954,307842,3033383,Terai spp,,46,21,1
955,308911,3033558,Hill spp,,99,22,1
956,308240,3033661,Abies spp,,45,25,1
957,307763,3033379,Acacia catechu,,15,21,3
958,308424,3033756,Adina cardifolia,,92,21,1
959,307981,3033530,Albizia spp,,27,23,4
960,307526,3033421,Alnus nepalensis,,74,27,4
961,307648,3033216,Anogeissus latifolia,,76,18,1
962,309034,3033306,Bombax ceiba,,42,29,2
963,309300,3033230,Cedrela toona,,18,29,2
964,309433,3033594,Dalbergia sissoo,,22,29,4
965,308995,3033574,Eugenia Jambolana,,41,25,3
966,308790,3033834,Hymenodictyon excelsum,,94,23,4
967,309043,3033348,Lagerstroemia parviflora,,50,26,1
968,308894,3033731,Michelia champaca,,47,17,4
969,307892,3033264,Pinus roxburghii,,70,16,1
970,309198,3033445,Pinus wallichiana,,58,22,3
971,308108,3033964,Quercus spp,,92,26,1
972,308049,3033915,Schima wallichii,,81,17,2
973,309030,3033138,Shorea robusta,,99,28,3
974,308070,3033583,Terminalia alata,,15,17,3
975,308905,3033679,Trewia nudiflora,,35,18,4
976,307847,3033552,Tsuga spp,,70,18,1
977,308656,3033571,Terai spp,,44,15,2
978,308619,3033836,Hill spp,,23,17,3
979,308977,3033799,Abies spp,,46,16,4
980,308923,3033786,Acacia catechu,,74,27,2
981,307660,3033438,Adina cardifolia,,31,20,2
982,307888,3033804,Albizia spp,,89,25,3
983,308902,3033671,Alnus nepalensis,,36,18,1
984,308471,3033573,Anogeissus latifolia,,27,15,4
985,308558,3034047,Bombax ceiba,,94,21,3
986,308601,3033303,Cedrela toona,,74,27,4
987,308103,3033861,Abies spp,,99,17,3
988,307933,3034037,Acacia catechu,,28,22,1
989,307906,3033326,Adina cardifolia,,91,15,4
990,308866,3033360,Albizia spp,,84,21,1
991,308572,3034130,Alnus nepalensis,,62,17,4
992,308706,3033798,Anogeissus latifolia,,70,19,4
993,308122,3033671,Bombax ceiba,,34,29,3
994,308201,3033698,Cedrela toona,,73,30,3
995,308888,3033476,Dalbergia sissoo,,48,27,4
996,307974,3033433,Eugenia Jambolana,,48,20,1
997,309414,3033482,Hymenodictyon excelsum,,99,21,2
998,307977,3033802,Lagerstroemia parviflora,,81,23,3
999,309092,3033486,Michelia champaca,,55,17,3
1000,308341,3034194,Pinus roxburghii,,78,29,4
1001,308493,3033595,Pinus wallichiana,,97,18,2
1002,308465,3034102,Quercus spp,,81,24,1
1003,308375,3034036,Schima wallichii,,92,19,2
1004,309321,3033746,Shorea robusta,,87,23,3
1005,308765,3033576,Terminalia alata,,80,27,1
1006,308378,3033948,Trewia nudiflora,,37,24,3
1007,308767,3033690,Tsuga spp,,54,21,4
1008,309207,3033370,Terai spp,,69,18,2
1009,307677,3033298,Hill spp,,26,21,4
1010,309265,3033274,Abies spp,,64,30,3
1011,307706,3033411,Acacia catechu,,100,20,2
1012,308486,3033832,Adina cardifolia,,55,18,3
1013,308423,3034223,Albizia spp,,44,27,1
1014,309163,3033231,Alnus nepalensis,,71,18,2
1015,309236,3033570,Anogeissus latifolia,,92,15,3
1016,308880,3033432,Bombax ceiba,,80,23,2
1017,308036,3033920,Cedrela toona,,100,23,4
1018,308364,3034060,Dalbergia sissoo,,94,15,1
1019,308008,3033319,Eugenia Jambolana,,57,24,1
1020,308279,3033763,Hymenodictyon excelsum,,72,21,4
1021,309125,3033871,Lagerstroemia parviflora,,28,15,4
1022,308128,3033909,Michelia champaca,,43,19,1
1023,308954,3033636,Pinus roxburghii,,66,25,2
1024,308392,3033924,Pinus wallichiana,,72,15,2
1025,308079,3033520,Quercus spp,,56,24,4
1026,308556,3033386,Schima wallichii,,42,30,3
1027,308349,3033648,Shorea robusta,,69,25,1
1028,309321,3033819,Terminalia alata,,89,17,2
1029,307785,3033562,Trewia nudiflora,,80,17,4
1030,308919,3033368,Tsuga spp,,77,27,4
1031,308777,3033783,Terai spp,,72,29,4
